StartTime,EndTime,EpisodeId,EventId,State,EventType,InjuriesDirect,InjuriesIndirect,DeathsDirect,DeathsIndirect,DamageProperty,DamageCrops,Source,BeginLocation,EndLocation,BeginLat,BeginLon,EndLat,EndLon,EpisodeNarrative,EventNarrative,StormSummary
2007-12-23 10:00:00.0000000,2007-12-23 10:00:00.0000000,12787,70451,OHIO,High Wind,0,0,0,0,30000,0,Law Enforcement,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",Numerous locations countywide reported power lines and/or power poles down.,"{
  ""TotalDamages"": 30000,
  ""StartTime"": ""2007-12-23T10:00:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:00:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Numerous locations countywide reported power lines and/or power poles down."",
    ""Location"": ""OHIO""
  }
}"
2007-12-23 10:00:00.0000000,2007-12-23 13:00:00.0000000,12446,68285,MARYLAND,Dense Fog,0,0,0,0,0,0,AWOS,,,,,,,"Areas of dense fog developed during the early morning hours of December 23rd across portions of northern and central Maryland, including the northern and eastern Washington DC suburbs and southern Baltimore suburbs. Visibilities were often reduced to one quarter mile or less through sunrise.",,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-12-23T10:00:00.0000000Z"",
  ""EndTime"": ""2007-12-23T13:00:00.0000000Z"",
  ""Details"": {
    ""Description"": """",
    ""Location"": ""MARYLAND""
  }
}"
2007-12-23 10:00:00.0000000,2007-12-23 15:00:00.0000000,12833,70848,MICHIGAN,Winter Weather,0,0,0,0,0,0,Newspaper,,,,,,,A strong low pressure system tracking through Upper Michigan brought strong wind and near-blizzard conditions to portions of Delta County on the 23rd.,Strong winds in excess of 40 mph at times downed power lines and knocked out elctricity to 96 customers in Escanaba.  Near-blizzard conditions in snow and blowing snow also contributed to several accidents in Delta County.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-12-23T10:00:00.0000000Z"",
  ""EndTime"": ""2007-12-23T15:00:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Strong winds in excess of 40 mph at times downed power lines and knocked out elctricity to 96 customers in Escanaba.  Near-blizzard conditions in snow and blowing snow also contributed to several accidents in Delta County."",
    ""Location"": ""MICHIGAN""
  }
}"
2007-12-23 10:15:00.0000000,2007-12-23 10:15:00.0000000,12787,70433,OHIO,High Wind,0,0,0,0,15000,0,Law Enforcement,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",Numerous trees were reported down across the eastern half of the county.,"{
  ""TotalDamages"": 15000,
  ""StartTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Numerous trees were reported down across the eastern half of the county."",
    ""Location"": ""OHIO""
  }
}"
2007-12-23 10:15:00.0000000,2007-12-23 10:15:00.0000000,12787,70440,OHIO,High Wind,0,0,0,0,40000,0,Law Enforcement,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",Numerous trees and power lines were reported down across the east side of Cleveland.,"{
  ""TotalDamages"": 40000,
  ""StartTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Numerous trees and power lines were reported down across the east side of Cleveland."",
    ""Location"": ""OHIO""
  }
}"
2007-12-23 10:15:00.0000000,2007-12-23 10:15:00.0000000,12787,70432,OHIO,High Wind,0,0,0,0,50000,0,Law Enforcement,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",A large tree fell onto a house in Ashland. Numerous trees and power poles down across the southern half of the county.,"{
  ""TotalDamages"": 50000,
  ""StartTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""Details"": {
    ""Description"": ""A large tree fell onto a house in Ashland. Numerous trees and power poles down across the southern half of the county."",
    ""Location"": ""OHIO""
  }
}"
2007-12-23 10:15:00.0000000,2007-12-23 10:30:00.0000000,12027,66774,PENNSYLVANIA,High Wind,0,0,0,0,0,0,Law Enforcement,,,,,,,High winds downed trees and utility lines across portions of Central Pennsylvania. Sporadic power outages were reported.,Somerset County 911 center reported trees and wires down across the northern part of the County.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-12-23T10:15:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:30:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Somerset County 911 center reported trees and wires down across the northern part of the County."",
    ""Location"": ""PENNSYLVANIA""
  }
}"
2007-12-23 10:20:00.0000000,2007-12-23 10:20:00.0000000,12787,70493,OHIO,High Wind,0,0,0,0,15000,0,Trained Spotter,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",Numerous trees and power lines were reported down countywide.,"{
  ""TotalDamages"": 15000,
  ""StartTime"": ""2007-12-23T10:20:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:20:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Numerous trees and power lines were reported down countywide."",
    ""Location"": ""OHIO""
  }
}"
2007-12-23 10:30:00.0000000,2007-12-23 10:30:00.0000000,12787,70424,OHIO,High Wind,0,0,0,0,12000,0,Law Enforcement,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",Numerous trees were reported down east of Norwalk. One other tree was reported down in Collins.,"{
  ""TotalDamages"": 12000,
  ""StartTime"": ""2007-12-23T10:30:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:30:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Numerous trees were reported down east of Norwalk. One other tree was reported down in Collins."",
    ""Location"": ""OHIO""
  }
}"
2007-12-23 10:30:00.0000000,2007-12-23 10:30:00.0000000,12787,70429,OHIO,High Wind,0,0,0,0,25000,0,Law Enforcement,,,,,,,"A strong area of low pressure moved through the central Great Lakes on the 23rd. The cold front extending from this low pressure moved through northern Ohio during the morning hours. Winds ahead of the cold front were strong from the south, then increased behind the cold front later in the afternoon and evening of the 23rd.",Numerous trees down countywide.,"{
  ""TotalDamages"": 25000,
  ""StartTime"": ""2007-12-23T10:30:00.0000000Z"",
  ""EndTime"": ""2007-12-23T10:30:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Numerous trees down countywide."",
    ""Location"": ""OHIO""
  }
}"
